name,section,name_desc
SSL,3,"OpenSSL SSL/TLS library"
elf_getscn,3,"get/allocate section information for an ELF object"
X509_STORE_set_verify_cb_func,3,"set verification callback"
fpclassify,3,"classify real floating type"
ispunct,3,"punctuation character test"
fnmatch,3,"match filename or pathname using shell glob rules"
curses_default_colors,3,"curses default colors setting routines"
pcap_fileno,3,"get the file descriptor for a live capture"
d2i_DHparams,3,"PKCS#3 DH parameter functions."
cexp,3,"complex exponential functions"
mq_notify,3,"notify process that a message is available (REALTIME)"
ppath_object,3,"property object path operations"
rpc_svc_reg,3,"library routines for registering servers"
free_form,3,"form library"
getfsspecname,3,"get the underlying wedge name from a label"
pcap_findalldevs,3,"get a list of capture devices, and free that list"
pset_create,3,"processor sets"
fmod,3,"floating-point remainder function"
DH_get_ex_new_index,3,"add application specific data to DH structures"
pcap_datalink,3,"get the link-layer header type"
pcap_geterr,3,"get or print libpcap error message text"
isnan,3,"test for not-a-number"
dwarf_die_CU_offset,3,"return offsets of DWARF debugging information entries"
scandir,3,"scan a directory"
gethostname,3,"get/set name of current host"
sigblock,3,"block signals"
curses_underscore,3,"curses underscore attribute manipulation routines"
SSL_CTX_set_session_id_context,3,"set context within which session can be reused (server side only)"
curses_cursor,3,"curses cursor and window location and positioning routines"
inet6_getscopeid,3,"IPv6 scope id encoding and decoding functions"
pam_set_data,3,"set module information"
xdr_accepted_reply,3,"XDR library routines for remote procedure calls"
dwarf_die_abbrev_code,3,"retrieve the abbreviation code for a DWARF debugging information entry"
dwarf_vendor_ext,3,"add vendor-specific macro information to a DWARF producer instance"
stdbool,3,"standard boolean types"
getnetpath,3,"get /etc/netconfig entry corresponding to NETPATH component"
curses_echochar,3,"curses add characters and then refresh routines"
malloc,3,"general purpose memory allocation functions"
MD5Init,3,"calculate the RSA Data Security, Inc., MD5 message digest"
unistd,3,"standard symbolic constants and types"
rumphijack,3,"System call hijack library"
getdiskrawname,3,"get the the block/character device name for a disk"
krb524_convert_creds_kdc,3,"converts Kerberos 5 credentials to Kerberos 4 credentials"
d2i_X509_REQ,3,"PKCS#10 certificate request functions."
kvm_open,3,"initialize kernel virtual memory access"
pam_sm_close_session,3,"service module implementation for pam_close_session"
pmc_configure_counter,3,"performance counter interface library"
dynamic_field_info,3,"form library"
krb5_get_krbhst,3,"lookup Kerberos KDC hosts"
getmntopts,3,"scan mount options"
field_back,3,"form library"
atomic_inc,3,"atomic increment operations"
item_visible,3,"get visibility status of an item"
curses_screen,3,"curses terminal and screen routines"
ether_ntoa,3,"get ethers entry"
getrpcent,3,"get RPC entry"
siginterrupt,3,"allow signals to interrupt system calls"
ldap_dup,3,"and destroy LDAP session handles"
csqrt,3,"complex square root functions"
dirent,3,"directory format"
killpg,3,"send signal to a process group"
feclearexcept,3,"floating-point environment control"
X509_NAME_print_ex,3,"X509_NAME printing routines."
curses_touch,3,"curses window modification routines"
rint,3,"round to integral value in floating-point format"
curses_addch,3,"curses add characters to windows routines"
BN_generate_prime,3,"generate primes and test for primality"
GElf,3,"class-independent API for ELF manipulation"
bit_alloc,3,"bit-string manipulation macros"
asctime,3,"convert date and time"
SSL_CTX_set_max_cert_list,3,"allowed for the peer's certificate chain"
SSL_CTX_ctrl,3,"internal handling functions for SSL_CTX and SSL objects"
if_nametoindex,3,"provide mappings between interface names and indexes"
ulimit,3,"get and set process limits"
BN_zero,3,"BIGNUM assignment operations"
ilogb,3,"an unbiased exponent"
aio_cancel,3,"cancel an outstanding asynchronous I/O operation (REALTIME)"
curses_pad,3,"curses pad routines"
login,3,"login utility functions"
lgamma,3,"log gamma function"
ldap_modrdn,3,"Perform an LDAP modify RDN operation"
puffs,3,"Pass-to-Userspace Framework File System development interface"
offsetof,3,"offset of a structure member"
dwarf_get_cie_of_fde,3,"retrieve CIE descriptor"
SHA1Init,3,"calculate the NIST Secure Hash Algorithm"
getttyent,3,"get ttys file entry"
chgat,3,"curses on-screen attribute manipulation routines"
scanf,3,"input format conversion"
RAND_bytes,3,"generate random data"
openpam_readlinev,3,"read a line from a file and split it into words"
getprotoent,3,"get protocol entry"
pam_sm_authenticate,3,"service module implementation for pam_authenticate"
curses_line,3,"curses draw lines on windows routines"
pcap_get_selectable_fd,3,"get a file descriptor on which a select() can be done for a live capture"
SSL_new,3,"create a new SSL structure for a connection"
isascii,3,"test for ASCII character"
inet6_rth_space,3,"IPv6 Routing Header Options manipulation"
makecontext,3,"manipulate user contexts"
gelf_getcap,3,"read and update ELF capability information"
atol,3,"convert ASCII string to long integer"
cgetent,3,"capability database access routines"
strsignal,3,"get signal description string"
pthread_key_create,3,"thread-specific data"
casin,3,"complex arc sine functions"
iconv_open,3,"codeset conversion functions"
scalbn,3,"exponent using FLT_RADIX"
pcap_close,3,"close a capture device or savefile"
curses_scanw,3,"curses read formatted data from screen routines"
pthread_attr_setcreatesuspend_np,3,"set attribute to create a thread suspended"
ERR_load_strings,3,"load arbitrary error strings"
krb5_rd_error,3,"parse, free and read error from KRB-ERROR message"
fgetc,3,"get next character or word from input stream"
pcap_lookupnet,3,"find the IPv4 network number and netmask for a device"
form_sub,3,"form library"
pthread_mutexattr_init,3,"mutex attribute operations"
mq_send,3,"send a message to a message queue (REALTIME)"
SSL_want,3,"obtain state information TLS/SSL I/O operation"
pcap_dump_file,3,"get the standard I/O stream for a savefile being written"
ERR_print_errors,3,"print error messages"
secure_path,3,"determine if a file appears to be ``secure''"
krb5_get_in_tkt,3,"deprecated initial authentication functions"
mbrlen,3,"get number of bytes in a multibyte character (restartable)"
remainder,3,"remainder functions"
ERR_error_string,3,"obtain human-readable error message"
pam_conv,3,"PAM conversation system"
SSL_get_version,3,"get the protocol version of a connection."
lh_stats,3,"LHASH statistics"
psignal,3,"system signal messages"
hosts_access,3,"access control library"
pos_form_cursor,3,"form library"
SSL_SESSION_get_time,3,"retrieve and manipulate session time and timeout settings"
asinh,3,"inverse hyperbolic sine function"
item_opts,3,"get or modify options for an item"
SSL_write,3,"write bytes to a TLS/SSL connection."
j0,3,"Bessel functions of first and second kind"
dwarf_attrlist,3,"retrieve DWARF attribute descriptors"
_lwp_makecontext,3,"create a new initial light-weight process execution context"
item_userptr,3,"get or set user pointer for an item"
krb5_get_creds,3,"get credentials from the KDC"
pthread_setcancelstate,3,"set cancelability state"
BIO_s_connect,3,"connect BIO"
libradius,3,"RADIUS client library"
X509_NAME_ENTRY_get_object,3,"X509_NAME_ENTRY utility functions"
consttime_memequal,3,"compare byte strings for equality without timing leaks"
dwarf_child,3,"retrieve DWARF Debugging Information Entry descriptors"
pcap_strerror,3,"convert an errno value to a string"
hesiod,3,"Hesiod name server interface library"
pcap_set_rfmon,3,"set monitor mode for a not-yet-activated capture handle"
current_field,3,"form library"
prop_array,3,"array property collection object"
llrint,3,"convert to integer"
BIO_s_socket,3,"socket BIO"
curses_addstr,3,"curses add character strings to windows routines"
sdp_open,3,"Service Discovery Protocol session routines"
dwarf_expr_into_block,3,"retrieve the byte stream for a location expression"
posix_spawnattr_getpgroup,3,"get and set the spawn-pgroup attribute of a spawn attributes object"
malloc,3,"general memory allocation operations"
svc_dg_enablecache,3,"library routines for RPC servers"
field_opts,3,"form library"
CW,3,"CONF_modules_load_file, CONF_modules_load - OpenSSL configuration functions R"
gelf_getdyn,3,"read and update ELF dynamic entries"
EVP_OpenInit,3,"EVP envelope decryption"
__BIT,3,"macros for preparing bitmasks and operating on bit fields"
fdopendir,3,"directory operations"
nan,3,"return quiet NaN"
prop_object,3,"general property container object functions"
field_just,3,"form library"
field_init,3,"form library"
BN_num_bits,3,"get BIGNUM size"
sigpause,3,"atomically release blocked signals and wait for interrupt"
krb5_425_conv_principal,3,"converts to and from version 4 principals"
wcstof,3,"convert string to float , double , or long double"
ldap_parse_result,3,"Parsing results"
prop_dictionary,3,"dictionary property collection object"
ASN1_OBJECT_new,3,"allocation functions"
pos_menu_cursor,3,"position cursor in menu window"
popen,3,"process I/O"
krb5_acl_match_file,3,"ACL matching functions"
__BITMAP_CLR,3,"bitmap manipulation macros"
SSL_SESSION_get_ex_new_index,3,"internal application specific data functions"
gelf_getsyminfo,3,"read and update symbol information"
posix_spawnattr_init,3,"initialize and destroy spawn attributes object"
gssapi,3,"Generic Security Service Application Program Interface library"
ldap_first_reference,3,"Stepping through continuation references in a result chain"
atomic_or,3,"atomic logical or operations"
cfgetispeed,3,"manipulating the termios structure"
exit,3,"perform normal program termination"
libnetpgp,3,"digital signing and verification, encryption and decryption"
krb5_get_forwarded_creds,3,"get forwarded credentials from the KDC"
dwarf_get_abbrev_entry,3,"retrieve attribute information from an abbreviation descriptor"
free_fieldtype,3,"form library"
pthread_setaffinity_np,3,"affinity of threads"
csinh,3,"complex hyperbolic sine functions"
krb5_c_block_size,3,"Kerberos 5 crypto API"
fputs,3,"output a line to a stream"
gelf_getrel,3,"read and update ELF relocation entries"
gelf_getmove,3,"read and update Elf Move information"
timeradd,3,"operations on time structure"
inet_addr,3,"Internet address manipulation routines"
dwarf_set_frame_cfa_value,3,"set internal register rule table parameters"
skey,3,"one-time password (OTP) library"
curses_background,3,"curses attribute manipulation routines"
fgetwc,3,"get next wide character from input stream"
rcmd,3,"routines for returning a stream to a remote command"
vis,3,"visually encode characters"
setupterm,3,"terminal independent operation routines"
ldap_modify_ext,3,"Perform an LDAP modify operation"
fmax,3,"floating-point maximum and minimum functions"
creal,3,"complex real functions"
ERR_GET_LIB,3,"get library, function and reason code"
SSL_free,3,"free an allocated SSL structure"
krb5_get_all_client_addrs,3,"return local addresses"
regex,3,"regular-expression library"
strtok,3,"string tokens"
ldap_get_dn,3,"LDAP DN handling routines"
fgetpos,3,"reposition a stream"
getrawpartition,3,"get the system raw partition"
puffs_node,3,"puffs node routines"
ldap_str2syntax,3,"Schema definition handling routines"
loginx,3,"login utility functions"
wcscasecmp,3,"compare wide-character strings, ignoring case"
fparseln,3,"return the next logical line from a stream"
SSL_SESSION_free,3,"free an allocated SSL_SESSION structure"
sysexits,3,"preferable exit codes for programs"
end,3,"end boundaries of image segments"
printf,3,"formatted output conversion"
flockfile,3,"stdio stream locking functions"
wcstol,3,"convert a wide-character string value to a long , unsigned long , long long , unsigned long long , intmax_t or uintmax_t integer"
getlabelsector,3,"get disklabel location informations"
archive_write_disk_new,3,"functions for creating objects on disk"
krb5_pwcheck,3,"Heimdal warning and error functions"
ber_alloc_t,3,"OpenLDAP LBER simplified Basic Encoding Rules library routines for encoding"
field_arg,3,"form library"
getnetconfig,3,"get network configuration database entry"
opendisk,3,"open a disk partition"
krb5_digest,3,"remote digest (HTTP-DIGEST, SASL, CHAP) suppport"
getnetent,3,"get network entry"
rand,3,"bad random number generator"
tzset,3,"initialize time conversion information"
setruid,3,"set user and group ID"
dup_field,3,"form library"
krb5_rcache,3,"Kerberos 5 replay cache"
login_getclass,3,"query login.conf database about a user class"
posix_spawnattr_getsigmask,3,"get and set the spawn-sigmask attribute of a spawn attributes object"
curses_delch,3,"curses delete characters routines"
dwarf_get_weaks,3,"retrieve information about weak symbols"
bt_gethostbyname,3,"Bluetooth host lookup routines"
dwarf_add_AT_targ_address,3,"create and attach address class attributes"
elf_update,3,"update an ELF descriptor"
dwarf_add_line_entry,3,"add a line number information entry to a producer instance"
dwarf_add_varname,3,"add information about a static variable to a DWARF producer instance"
OPENSSL_load_builtin_modules,3,"add standard configuration modules"
SSL_COMP_add_compression_method,3,"handle SSL/TLS integrated compression methods"
ldap_is_ldap_url,3,"LDAP Uniform Resource Locator routines"
libnpf,3,"NPF packet filter library"
getdomainname,3,"get/set domain name of current host"
getdtablesize,3,"get descriptor table size"
gelf_update_ehdr,3,"update underlying ELF data structures"
SSL_set_connect_state,3,"prepare SSL object to work in client or server mode"
com_err,3,"common error display library"
memccpy,3,"copy string until character found"
aio_error,3,"retrieve error status of asynchronous I/O operation (REALTIME)"
pthread_curcpu_np,3,"get current CPU identifier"
rpc_svc_create,3,"library routines for the creation of server handles"
prop_string,3,"string value property object"
CMSG_DATA,3,"socket control message routines"
rmtops,3,"access tape drives on remote machines"
rpcb_getmaps,3,"library routines for RPC bind service"
ASN1_STRING_print_ex,3,"ASN1_STRING output routines."
cosh,3,"hyperbolic cosine function"
krb5_initlog,3,"Heimdal logging functions"
perfuse_mount,2,"Request a puffs(3) mount from perfused(8)"
setproctitle,3,"set process title"
archive_read_disk_new,3,"functions for reading objects from disk"
esetfunc,3,"error-checked utility functions"
atomic_cas,3,"atomic compare-and-swap operations"
dwarf_arrayorder,3,"retrieve the value of a DWARF attribute"
new_page,3,"form library"
rpc_clnt_create,3,"library routines for dealing with creation and manipulation of CLIENT handles"
getcwd,3,"get working directory pathname"
pthread_rwlock,3,"read/write lock interface"
ceil,3,"ceiling and floor"
pci,3,"library interface for PCI bus access"
popcount,3,"count number of bits set in a bit string"
fts,3,"traverse a file hierarchy"
krb5_verify_user,3,"Heimdal password verifying functions"
dwarf_add_directory_decl,3,"add a directory name to a producer instance"
magic_open,3,"Magic number recognition library"
ldap_perror,3,"LDAP protocol error handling routines"
fpgetmask,3,"IEEE FP mode control"
pause,3,"stop until signal"
SSL_set_fd,3,"connect the SSL object with a file descriptor"
fegetenv,3,"floating-point environment save and restore"
pwcache,3,"cache password and group entries"
pcap_is_swapped,3,"find out whether a savefile has the native byte order"
curses_window,3,"curses window routines"
ldap_abandon_ext,3,"Abandon an LDAP operation in progress"
gss_accept_sec_context,3,"Generic Security Service Application Program Interface library"
evp,3,"high-level cryptographic functions"
dwarf_formexprloc,3,"return information about a location expression"
RSA_get_ex_new_index,3,"add application specific data to RSA structures"
dwarf_get_elf,3,"retrieve the Elf descriptor associated with a Dwarf_Debug instance"
pw_getconf,3,"password encryption configuration access function"
getdelim,3,"read a delimited record from a stream"
carg,3,"complex argument functions"
puffs_ops,3,"puffs callback operations"
curses_tty,3,"curses terminal manipulation routines"
curses_insdelln,3,"curses insert or delete lines routines"
dehumanize_number,3,"format a number into a human readable form and vice versa"
des_random_key,3,"DES encryption"
attribute,3,"non-standard compiler attribute extensions"
pthread_barrier,3,"barrier interface"
fputwc,3,"output a wide character to a stream"
d2i_SSL_SESSION,3,"convert SSL_SESSION object from/to ASN1 representation"
prop_dictionary_util,3,"dictionary property collection object utility functions"
strtou,3,"convert a string to an uintmax_t integer"
strtod,3,"convert ASCII string to double, float, or long double"
qsort,3,"sort functions"
yp_all,3,"Interface to the YP subsystem"
menu_back,3,"get and set menu attributes"
unvis,3,"decode a visual representation of characters"
dwarf_add_AT_const_value_signedint,3,"create and attach a DW_AT_const_value attribute"
ttymsg,3,"ttymsg utility function"
posix_spawnattr_getflags,3,"get and set the spawn-flags attribute of a spawn attributes object"
sem_post,3,"increment (unlock) a semaphore"
wmemchr,3,"wide-character string manipulation operations"
gethostbyname,3,"get network host entry"
OPENSSL_config,3,"simple OpenSSL configuration functions"
pthread_attr_getstack,3,"get and set thread stack attributes"
isgraph,3,"printing character test (space character exclusive)"
menu_mark,3,"get or set strings that show mark status for a menu"
ber_int_t,3,"berval, BerValue, BerVarray, BerElement, ber_bvfree, ber_bvecfree, ber_bvecadd, ber_bvarray_free, ber_bvarray_add, ber_bvdup, ber_dupbv, ber_bvstr, ber_bvstrdup, ber_str2bv, ber_alloc_t, ber_init, ber_init2, ber_free - OpenLDAP LBER types and allocation functions"
pthread_equal,3,"compare thread IDs"
strsep,3,"separate strings"
curses_border,3,"curses border drawing routines"
pthread_barrierattr_init,3,"barrier attribute operations"
bt_devaddr,3,"Bluetooth device access routines"
getenv,3,"environment variable functions"
krb5_checksum,3,"creates, handles and verifies checksums"
dwarf_seterrarg,3,"configure error handling"
inet_net_ntop,3,"Internet network number manipulation routines"
uuid_compare,3,"Universally Unique Identifier routines"
ldap_search,3,"Perform an LDAP search operation"
elf_flagarhdr,3,"manipulate flags associated with ELF(3) data structures"
div,3,"quotient and remainder from division"
pthread_suspend_np,3,"suspend/resume the given thread"
ldap_sort_entries,3,"LDAP sorting routines (deprecated)"
getpwent,3,"password database operations"
evtag_compat,3,"Obsolete/deprecated functions from tag.h; provided only for backwards compatibility."
ldap_first_entry,3,"LDAP result entry parsing and counting routines"
creat,3,"create a new file"
timeval,3,"time structures"
getdate,3,"convert user format date and time"
curses_attributes,3,"curses general attribute manipulation routines"
SSL_get_current_cipher,3,"get SSL_CIPHER of a connection"
a64l,3,"convert between a long integer and a base-64 ASCII string"
ber_get_next,3,"OpenLDAP LBER simplified Basic Encoding Rules library routines for decoding"
dwarf_dealloc,3,"release resources"
pthread_join,3,"wait for thread termination"
membar_ops,3,"memory access barrier operations"
extattr_namespace_to_string,3,"convert an extended attribute namespace identifier to a string and vice versa"
pthread_rwlockattr_init,3,"initialize or destroy read/write lock attributes"
mbtowc,3,"converts a multibyte character to a wide character"
evbuffer,3,"Functions for buffering data for network sending or receiving."
swab,3,"swap adjacent bytes"
reallocarray,3,"reallocate memory for an array of elements checking for overflow"
ppath,3,"property container path library"
form_opts,3,"form library"
bm_comp,3,"Boyer-Moore string search"
libsaslc,3,"Simple Authentication and Security Layer client library"
cpuset_create,3,"dynamic CPU sets"
current_item,3,"get or set item pointers or top row"
RSA_sign_ASN1_OCTET_STRING,3,"RSA signatures"
pthread_condattr_init,3,"condition attribute operations"
archive_read_new,3,"functions for reading streaming archives"
BIO_ctrl,3,"BIO control operations"
fegetround,3,"floating-point rounding control"
curses_inch,3,"curses read screen contents routines"
prop_number,3,"numeric value property object"
curses_scroll,3,"curses window scrolling routines"
endutxent,3,"user accounting database functions"
form,3,"form library"
SPLAY_PROTOTYPE,3,"implementations of splay and red-black trees"
menu_sub,3,"sub-menu handling"
SSL_state_string,3,"get textual description of state of an SSL object"
archive_clear_error,3,"libarchive utility functions"
curses_clear,3,"curses clear window routines"
krb5_copy_host_realm,3,"default and host realm read and manipulation routines"
isupper,3,"upper-case character test"
curses_input,3,"curses input stream routines"
strfmon,3,"convert monetary value to string"
syslog,3,"control system log"
ccosh,3,"complex hyperbolic cosine functions"
field_userptr,3,"form library"
curses_addchstr,3,"curses add character strings to windows routines"
prop_data,3,"opaque data value property object"
csin,3,"complex sine functions"
nsdispatch,3,"name-service switch dispatcher routine"
elf32_xlate,3,"translate data between files and memory"
puffs_path,3,"puffs pathbuilding routines"
sem_open,3,"named semaphore operations"
wctype,3,"get character class identifier by name"
ppath_number,3,"integer property path operations"
ldap_get_values,3,"LDAP attribute value handling routines"
DSA_size,3,"get DSA signature size"
X509_NAME_add_entry_by_txt,3,"X509_NAME modification functions"
rpc_soc,3,"library routines for remote procedure calls"
pam_sm_chauthtok,3,"service module implementation for pam_chauthtok"
fetchMakeURL,3,"file transfer functions"
krb5_auth_con_addflags,3,"manage authentication on connection level"
pcap_tstamp_type_name_to_val,3,"get the time stamp type value corresponding to a time stamp type name"
tcsetpgrp,3,"set foreground process group ID"
sigemptyset,3,"manipulate signal sets"
curses_fileio,3,"curses file input/output routines"
prop_array_util,3,"array property collection object utility functions"
SSL_get_ciphers,3,"get list of available SSL_CIPHERs"
usbhid,3,"USB HID access routines"
sin,3,"sine function"
krb5_change_password,3,"change password functions"
dwarf_get_fde_list,3,"retrieve frame information"
cdbw_open,3,"create constant databases"
krb5_get_init_creds,3,"Kerberos 5 initial authentication functions"
getnetgrent,3,"netgroup database operations"
sdp_match_uuid16,3,"Service Discovery Protocol data manipulation routines"
item_description,3,"get item name or description"
SSL_CTX_set_client_cert_cb,3,"handle client certificate callback function"
typeof,3,"GNU extension for type of an expression"
funopen,3,"open a stream"
dwarf_get_form_class,3,"retrieve the form class of an attribute"
wprintf,3,"formatted wide character output conversion"
time2posix,3,"convert seconds since the Epoch"
raise_default_signal,3,"raise the default signal handler"
pthread_mutex,3,"mutual exclusion primitives"
exp,3,"exponential functions"
__insn_barrier,3,"compiler reorder barrier"
SSL_CTX_set_cert_verify_callback,3,"set peer certificate verification procedure"
SSL_get_rbio,3,"get BIO linked to an SSL object"
tgetent,3,"terminal independent operation routines"
d2i_DSAPublicKey,3,"DSA key encoding and parsing functions."
ldap_delete,3,"Perform an LDAP delete operation."
dwarf_hasform,3,"query attribute forms"
mblen,3,"get number of bytes in a multibyte character"
ldap_bind,3,"LDAP bind routines"
inet6_opt_init,3,"IPv6 Hop-by-Hop and Destination Options manipulation"
curses_print,3,"curses print formatted strings on windows routines"
sched_setparam,3,"process scheduling"
event_config,3,"Configuration for an event_base."
stdint,3,"standard integer types"
dwarf_get_funcs,3,"retrieve information about static functions"
limits,3,"standard limits"
krb5_check_transited,3,"realm transit verification and encoding/decoding functions"
iswalnum,3,"wide character classification utilities"
archive_write_new,3,"functions for creating archives"
libquota,3,"disk quota access and control library"
drand48,3,"pseudo-random number generators and initialization routines"
RSA_public_encrypt,3,"RSA public key cryptography"
clock,3,"determine processor time used"
curses_color,3,"curses color manipulation routines"
atomic_add,3,"atomic add operations"
extattr_copy_file,3,"copy extended attributes from a file to another one"
bn,3,"multiprecision integer arithmetics"
dwarf_get_ACCESS_name,3,"retrieve the symbolic names of DWARF constants"
krb5_mk_req,3,"create and read application authentication request"
SLIST_HEAD,3,"implementations of singly-linked lists, lists, simple queues, tail queues, and singly-linked tail queues"
err,3,"formatted error messages"
krb5_string_to_key,3,"turns a string to a Kerberos key"
SHA256_Init,3,"calculate the NIST Secure Hash Standard (version 2)"
hcreate,3,"manage hash search table"
setbuf,3,"stream buffering operations"
krb5_add_et_list,3,"create, modify and delete krb5_context structures"
ldap_result,3,"Wait for the result of an LDAP operation"
SSL_CTX_get_verify_mode,3,"get currently set verification parameters"
strstr,3,"locate a substring in a string"
rpc_svc_err,3,"library routines for server side remote procedure call errors"
krb5_get_default_principal,3,"Kerberos 5 principal handling functions"
log,3,"logarithm functions"
mpool,3,"shared memory buffer pool"
pw_init,3,"utility functions for interactive passwd file updates"
SSL_CIPHER_get_name,3,"get SSL_CIPHER properties"
gettext,3,"message handling functions"
GCQ_INIT,3,"Generic Circular Queues"
archive_entry_acl_add_entry,3,"functions for manipulating archive entry descriptions"
getgrent,3,"group database operations"
ber_sockbuf_alloc,3,"OpenLDAP LBER I/O infrastructure"
blacklist_open,3,"Blacklistd notification library"
offtime,3,"convert date and time"
atomic_and,3,"atomic logical and operations"
fputc,3,"output a character or word to a stream"
pam_get_item,3,"get PAM information"
res_ninit,3,"resolver routines"
getprogname,3,"get/set the name of the current program"
krb5_crypto_getblocksize,3,"encrypt and decrypt data, set and get encryption type parameters"
xdr,3,"library routines for external data representation"
elf_getdata,3,"iterate through or allocate section data"
post_menu,3,"post (draw) or unpost a menu"
dbm_clearerr,3,"database functions"
prop_array_send_ioctl,3,"Send and receive propertly lists to and from the kernel using ioctl"
editline,3,"line editor, history and tokenization functions"
rndsink,9,"functions to asynchronously request entropy from the system entropy pool"
doshutdownhooks,9,"run all shutdown hooks"
userret,9,"return path to user-mode execution"
kcopy,9,"copy data with abort on page fault"
usbd_status,9,"USB device drivers interface return status values"
memcpy,9,"copy byte string"
memset,9,"write a byte to byte string"
pmatch,9,"performs pattern matching on strings"
splraiseipl,9,"raise the system priority level"
extattr,9,"file system extended attributes"
config,9,"the autoconfiguration framework device definition language"
memcmp,9,"compare byte string"
ieee80211_input,9,"software 802.11 stack input functions"
cpu_coredump,9,"machine-dependent process core dump interface"
scanc,9,"use byte string as lookup table index"
vattr,9,"vnode attributes"
pmap,9,"machine-dependent portion of the virtual memory system"
intro,9,"introduction to kernel internals"
in_cksum,9,"compute Internet checksum"
ucom,9,"interface for USB tty like devices"
wdc,9,"machine-independent IDE/ATAPI driver"
dopowerhooks,9,"run all power hooks"
radio,9,"interface between low and high level radio drivers"
vcons,9,"generic virtual console framework"
ieee80211_node_attach,9,"software 802.11 stack node management functions"
shutdownhook_establish,9,"add or remove a shutdown hook"
CSF,9,"The common scheduler framework"
ieee80211_proto_attach,9,"software 802.11 stack protocol helper functions"
bufq,9,"device buffer queues"
makeiplcookie,9,"compose an ipl cookie"
ucas,9,"atomic memory operations on user-space address"
BLUETOOTH,9,"Bluetooth Device/Protocol API"
secmodel_bsd44,9,"traditional security model (based on 4.4 )"
secmodel_suser,9,"super-user security model"
bcmp,9,"compare byte string"
usbdi,9,"USB device drivers interface"
bzero,9,"write zeroes to a byte string"
isr_add,9,"establish interrupt handler"
mb,9,"memory barriers"
log,9,"log a message from the kernel through the /dev/klog device"
cpu_configure,9,"machine-dependent device autoconfiguration"
wsmouse,9,"wscons mouse support"
cpu_startup,9,"machine-dependent CPU startup"
cpu_number,9,"unique CPU identification number"
bioscall,9,"call system BIOS function from real mode"
spllower,9,"modify system interrupt priority level"
return_address,9,"return address from call stack"
bios32_service,9,"locate BIOS32 service"
hardclock,9,"real-time timer"
suspendsched,9,"suspend the scheduler"
vfs,9,"kernel interface to file systems"
panic,9,"bring down system on fatal error"
ioctl,9,"how to implement a new ioctl call to access device drivers"
secmodel_overlay,9,"sample overlay security model implementation"
skpc,9,"skip a character in a byte string"
secmodel_securelevel,9,"securelevel security model"
mstohz,9,"convert between milliseconds and system clock ticks"
SET,9,"primitive bit macros"
namei,9,"pathname lookup"
cpu_initclocks,9,"machine-dependent clock setup interface"
uiomove,9,"move data described by a struct uio"
flash,9,"subsystem for flash-like memory devices"
ALTQ,9,"kernel interfaces for manipulating output queues on network interfaces"
memmove,9,"copy byte string"
evcnt,9,"generic event counter framework"
bpf,9,"Berkeley Packet Filter kernel interface"
edid,9,"VESA Extended Display Identification Data"
secmodel_extensions,9,"extensions security model"
putter,9,"Pass-to-Userspace Transporter"
pci_intr,9,"PCI bus interrupt manipulation functions"
ieee80211_radiotap,9,"software 802.11 stack packet capture definitions"
ieee80211_cfgget,9,"802.11 interface ioctl commands"
fork1,9,"create a new process"
time_second,9,"system time variables"
hashinit,9,"kernel hash table construction and destruction"
sched_m2,9,"The M2 thread scheduler"
ratecheck,9,"function to help implement rate-limited actions"
imax,9,"compare integers"
timecounter,9,"machine-independent binary timescale"
powerhook_establish,9,"add or remove a power change hook"
ddc,9,"VESA Display Data Channel V2"
cpu_lwp_fork,9,"finish a fork operation"
fileassoc,9,"in-kernel, file-system independent, file-meta data association"
sched_4bsd,9,"The 4.4BSD thread scheduler"
RUN_ONCE,9,"Run a function exactly once"
mi_switch,9,"machine independent context switch prelude"
ieee80211_encap,9,"software 802.11 stack output functions"
tvtohz,9,"convert time interval to tick count"
inittodr,9,"initialize system time"
video,9,"interface between low and high level video drivers"
bcopy,9,"copy byte string"
hash,9,"kernel hash functions"
CTASSERT,9,"compile time assertion macro"
percpu,9,"per-CPU storage allocator"
prop_array_copyin_ioctl,9,"Copy property lists to and from kernel space"
accf_data,9,"buffer incoming connections until data arrives"
scsipi,9,"SCSI/ATAPI middle-layer interface"
resettodr,9,"set battery-backed clock from system time"
pathbuf,9,"path buffer abstraction"
cpu_idle,9,"machine-dependent processor idling interface"
vfs_hooks,9,"VFS hooks interface"
cpu_dumpconf,9,"machine-dependent kernel core dumps"
audio,9,"interface between low and high level audio drivers"
fsetown,9,"file descriptor owner handling functions"
cnbell,9,"console access interface"
nmi,9,NMI
tsc,9,"Time Stamp Counter"
x86_msr_xcall,9,"MSR specific cross-call"
msr,9,"functions for x86 MSRs"
ieee80211_crypto_attach,9,"802.11 WEP encryption functions"
bcdtobin,9,"convert a single byte between (unsigned) packed bcd and binary"
cpu_reboot,9,"halt or reboot the system"
deviter,9,"machine-independent device iteration API"
accept_filter,9,"filter incoming connections"
wscons,9,"machine-independent console support"
STACK,9,"stack macros"
ppsratecheck,9,"function to help implement rate-limited actions"
fetch,9,"fetch data from user-space"
rasops,9,"raster display operations"
softint,9,"machine-independent software interrupt framework"
nullop,9,"dummy functions"
arp,9,"externally visible ARP functions"
curproc,9,"current process, processor, and LWP"
kauth,9,"kernel authorization framework"
secmodel,9,"security model development guidelines"
